system:index,0_2013_precipitation,10_2023_precipitation,11_2024_precipitation,1_2014_precipitation,2_2015_precipitation,3_2016_precipitation,4_2017_precipitation,5_2018_precipitation,6_2019_precipitation,7_2020_precipitation,8_2021_precipitation,9_2022_precipitation,BareGround,BioRegion,Biome,ID,Month,Notes,Year,aspect,blue,bsi,calcite,chlorite,dolomite,elevation,evi,exg,goethite,green,gypsum,hematite,illite_muscovite,kaolinite,landforms,meanAnnualPrecipitation,msavi,nbr,nbr2,ndmi,ndvi,nir,osavi,red,satvi,savi,slope,swir1,swir2,swirRatio,vegType,vermiculite,.geo
000000000000000001be,111.70129483938217,84.47404536604881,72.56605371832848,133.21266224980354,109.89761361479759,118.6642814874649,96.18799388408661,124.02368658781052,75.8786268234253,103.69835552573204,156.4533659517765,236.07312506437302,70,Bushmanland Bioregion,Nama-Karoo,J_1466,1,RP292116202101,2021,-0.689982322420477,0.09412286135693218,0.18599812545050798,0.0,0.0,0.0,837.5476892822028,0.13878671350937444,-0.029140412979351032,0.06423545198015056,0.16335108161258607,0.0,0.12177890334406552,0.06963278773362541,0.08796055516046761,4.0,164.0,0.15487793443272133,0.02563310229753382,0.08793673678983514,-0.06307167919936904,0.1929523529834687,0.38867477876106193,0.1797019533058418,0.2620540806293019,0.058912762088175495,0.16374042211878853,1.6057298218020064,0.43900727630285163,0.3699215830875124,1.1928329169457175,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.19661778092135,-29.33004485701295]}"
000000000000000001bf,114.51616010069847,85.93898659944534,75.94715166091919,133.9037790298462,110.3354383111,122.28240776062012,97.29767569899559,124.47505795955658,75.56127393245697,108.60694679617882,162.7703203856945,236.90575444698334,65,Bushmanland Bioregion,Nama-Karoo,J_1467,1,RP292117202101,2021,-0.25109739229418676,0.07975698977106672,0.21476010761926412,0.05182182045061008,0.0,0.0,867.0,0.1272718053378248,-0.04363156356551388,0.05982016087580004,0.14299566488066243,0.0,0.14856284537070907,0.08233766190987123,0.09085381343866404,4.0,173.0,0.14586823855704115,0.0048112429089161935,0.09745223979164898,-0.09250914464403925,0.187409499230991,0.37263278129566485,0.17268074744803347,0.25142089624939107,0.08364222147554172,0.15538301075370028,1.156285413926947,0.4442978080857281,0.36269805163175833,1.2159556858259701,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.240490876186204,-29.306322439408618]}"
000000000000000001c0,140.6555040180683,94.73515895009041,101.77456843852997,156.69847801327705,130.2717937529087,155.76975539326668,126.20591402053833,150.9934092760086,91.24787104129791,131.6203510761261,195.80437526106834,289.59165075421333,45,Bushmanland Bioregion,Nama-Karoo,J_1469,1,RP292119202101,2021,-0.5221824741586815,0.06509936678032148,0.1431821736979357,0.0470588244497776,0.0,0.0,948.0506575742814,0.19722238517626284,4.059912323429078E-4,0.0,0.123410959571359,0.0,0.1411764770746231,0.05742297321557999,0.05098039284348488,4.0,198.0,0.21255257256107685,0.0919915573245946,0.11324043350935677,-0.021207082173771187,0.2933446100526941,0.34611904529956167,0.26212656599570644,0.1878382367267414,0.1468639825604569,0.22780823050710095,1.127448962075038,0.3577572820263031,0.2842731612274721,1.255407047631737,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.437070346127364,-29.275746383485142]}"
000000000000000001c1,151.7931753396988,105.24796140193939,111.64063429832458,166.6727744936943,141.89691385626793,171.11951500177383,134.69768717885017,167.3833331167698,102.22967845201492,150.9795322418213,223.06444653868675,310.6387628018856,70,Bushmanland Bioregion,Nama-Karoo,J_1470,1,RP292120202101,2021,0.75816674792784,0.06270273037542663,0.20995099007037138,0.04769839764709359,0.0,0.0,978.0,0.15686933585110668,-0.038839249146757675,0.0,0.12196679668454413,0.0,0.19013394110235343,0.07960030699156947,0.08192713487110506,4.0,206.0,0.1803993953765165,0.03695621490224229,0.12661101675248623,-0.08730573525724035,0.2297258549117856,0.3629794734275963,0.21212460714569908,0.21656786933203317,0.13193004381461937,0.19131294009831987,0.7031313834511205,0.42278269137006336,0.32781608971233545,1.2899543378830887,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.539964102935627,-29.281182027669296]}"
000000000000000001d7,172.23148742318153,155.1350627541542,133.57868084311485,182.96084842085838,162.82929646968842,190.68588840961456,184.94845268130302,194.72634115815163,120.33147418498993,203.36531481146812,269.39849811792374,392.34176802635193,90,Bushmanland Bioregion,Nama-Karoo,J_1731,11,RP292222201111,2021,0.08553531335135804,0.06474188991719436,0.2833706687934446,0.04020228779648376,0.0,0.0,975.0,0.08735373779891818,-0.04726790063321967,0.0,0.1193504627374574,0.0,0.13401940355736977,0.04020228779648376,0.0,5.0,231.0,0.10171082012692836,-0.1285457135379111,0.04935591249634623,-0.17872664146578957,0.14546767388154283,0.29579649293716515,0.1293155141374395,0.21905275207014124,0.10812429674387093,0.1116651731093686,0.10688876925708606,0.4224564052605943,0.384129225523624,1.103908413860546,12.0,0.0,"{""type"":""Point"",""coordinates"":[22.116325209598774,-29.392931559169703]}"
000000000000000001d8,176.4977879524231,145.37670275568962,138.0412018597126,191.65547442436218,172.22119417786598,212.68888148665428,187.6165023446083,200.03655061125755,121.02695694565773,201.72547981142998,263.7650796175003,399.9863366484642,70,Bushmanland Bioregion,Nama-Karoo,J_1733,11,RP292202202111,2021,0.0,0.06428480392156863,0.2705662244529116,0.04119953990859143,0.0,0.0,1033.0,0.10076181521164433,-0.05730585784313725,0.0,0.1161943382352941,0.0,0.1822010805209477,0.04119953990859143,0.038085353228391385,5.0,239.0,0.11736174580074989,-0.08771244421163023,0.07117279976168098,-0.15842913303012937,0.1630756383433061,0.31398968137254896,0.14636831062973713,0.22614544117647054,0.11155723006117574,0.12776295220588935,0.0,0.4324291421568627,0.37492191176470585,1.1532566916124491,12.0,0.0,"{""type"":""Point"",""coordinates"":[22.00492794708159,-29.38725512352866]}"
000000000000000001d9,182.04867711663246,138.9438833296299,127.15392050147057,178.11922472715378,163.53317487239838,203.9107845723629,187.7838494181633,193.71865820884705,120.3957724571228,195.9851481616497,280.744247764349,390.5741680264473,20,Bushmanland Bioregion,Nama-Karoo,J_1736,11,RP292112201111,2021,0.9363147404269605,0.05749097560975611,0.2654946701119586,0.05784314125776291,0.0,0.0,1051.8141463414636,0.11714580300741083,-0.05563643902439026,0.0,0.10975553658536588,0.0,0.23872549831867218,0.07892157137393951,0.08300653845071793,5.0,235.0,0.13669433494893515,-0.05509133657849418,0.0968392461283905,-0.14986226989728652,0.191394608253386,0.3160557804878049,0.17059473027543332,0.21529758536585375,0.1383130640881818,0.14839559389323725,1.0171827770733255,0.4286365609756098,0.35366902439024395,1.214451669251047,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.856854578399812,-29.244260670946762]}"
00000000000000000104,87.82730503380299,84.66713763773441,86.74511784315109,140.7897074073553,118.11884996294975,103.40535758435726,90.26637887954712,101.81287191808224,75.59122948348522,107.3937765955925,151.4710390418768,200.33799424767494,60,Bushmanland Bioregion,Nama-Karoo,J_1740,11,RP282010202111,2021,0.6600669624162185,0.08798919449901768,0.2383601606360587,0.0414278544485569,0.0,0.0,724.4636542239685,0.09827177405123157,-0.06305842337917486,0.03509804233908653,0.15084614440078586,0.0,0.10995475202798843,0.0414278544485569,0.0,4.0,163.0,0.11453610604486204,-0.036734845375821494,0.07907047873264096,-0.11576704484042813,0.1436670991227997,0.3687718811394892,0.13361277337568445,0.27697627701375244,0.0495052977276633,0.12164863608118827,1.4049052055083464,0.46798602652259325,0.39935444499017686,1.1717314832571215,14.0,0.0,"{""type"":""Point"",""coordinates"":[20.37917537580365,-28.52231883309071]}"
00000000000000000105,93.84010256826878,80.30395665764809,80.72791773080826,142.79703991115093,112.80663788318634,114.24317008256912,93.54878358542919,113.74801398813725,73.49754813313484,105.4318974763155,149.64889995753765,222.60014483332634,85,Bushmanland Bioregion,Nama-Karoo,J_1743,11,RP282013202111,2021,-0.33794677107654153,0.09125444225074039,0.23571201010082227,0.04190163848680783,0.04803365824407615,0.0,766.7936821322804,0.09506870650291917,-0.051692152023692046,0.0,0.15528721618953606,0.0,0.1504402272145817,0.04557446130576221,0.04354034915478186,5.0,169.0,0.10826164856553078,-0.046966088709567644,0.07623968124095451,-0.12303543197467322,0.13914579932687313,0.35314254689042457,0.1284287080301114,0.2668921026653505,0.055787819337471234,0.11579511823594159,2.1072212657711935,0.44890000000000024,0.38489323790720636,1.165064250375535,14.0,0.0,"{""type"":""Point"",""coordinates"":[20.562074323712842,-28.619857209533784]}"
00000000000000000106,100.89354392886162,90.84243504703045,91.77124932408333,130.44255524873734,116.69880384206772,108.07440611720085,105.13863798975945,110.56878605484962,83.87413251399994,117.1473900526762,176.99135357141495,223.67503914237022,95,Bushmanland Bioregion,Nama-Karoo,J_1747,11,RP282018202111,2021,9.223851643595372E-8,0.07566513190642113,0.23725653684157058,0.06960784643888474,0.0,0.0,804.0,0.06409575143757598,-0.03026901443504231,0.09460784494876862,0.13430525136884022,0.0,0.11176470667123795,0.06372549384832382,0.09215686470270157,5.0,179.0,0.0713066844841685,-0.0388207155552861,0.07181918552083244,-0.10912643005860986,0.10539211607605382,0.27666450970632156,0.09265354207465161,0.2237292931806869,0.0504873305180881,0.07917311396718679,0.0020949091704820983,0.3435581881533102,0.29973026381284223,1.15476279000016,14.0,0.0,"{""type"":""Point"",""coordinates"":[20.301743086010564,-28.18788179498122]}"
000000000000000001da,112.03148803114891,84.63934580981731,81.98345535993576,162.44211664795876,114.46016916632652,125.63260290026665,107.70353917777538,122.41791018843651,76.62210549414158,118.08727180957794,185.1057556271553,260.2086790949106,80,Bushmanland Bioregion,Nama-Karoo,J_1738,11,RP282101202111,2021,0.048568576246433785,0.0917400344488189,0.23563423457988134,0.04059044247507814,0.0,0.0,960.2347440944883,0.09125624331242338,-0.05212312992125985,0.0,0.15505807086614176,0.0,0.17455741067922956,0.05898982451451339,0.06651980485620461,4.0,199.0,0.10425836158417694,-0.03284190860040684,0.0842835656183911,-0.11768199891350634,0.13335854981798592,0.35707315452755906,0.12332779691209943,0.27207234251968504,0.050830688017721136,0.11144573064374289,1.821573104562722,0.45146301673228345,0.3815190944881889,1.1841086074709892,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.120478630433762,-28.990760776058362]}"
000000000000000001db,104.9748407304287,89.4593215584755,91.26533536612988,142.039241284132,120.14700627326965,123.43101352453232,109.13144209980965,107.10575096309185,81.79919032752514,116.82319650053978,187.0632872134447,242.3177588582039,45,Bushmanland Bioregion,Nama-Karoo,J_1745,11,RP282015202111,2021,0.7866560211542943,0.0795468503937008,0.234978303863249,0.045260630368335754,0.0171771272925264,0.0,768.456692913386,0.10353666330196375,-0.04135807086614174,0.0,0.13114960629921263,0.0,0.1406469935639285,0.04376967587896924,0.0,5.0,172.0,0.11375958168893818,-0.06445241697484584,0.06579518812803889,-0.13249987178284117,0.15920835268485736,0.3133343011811024,0.14249268595833248,0.22590748031496063,0.09430358202863982,0.12404573460542195,3.5644840673198845,0.4056875000000001,0.35295383858267726,1.1408587188467267,12.0,0.0,"{""type"":""Point"",""coordinates"":[20.563211394481467,-28.443062770966765]}"
000000000000000001dc,110.77949517965317,114.57223471999168,100.40555554628372,148.25814372301102,133.53212079405785,108.42641949653625,112.0387400239706,137.71348868310452,99.57040438055992,107.38208559155464,175.47098064422607,182.63261064887047,90,Bushmanland Bioregion,Nama-Karoo,J_1751,11,RP291922202111,2021,0.6067432890271967,0.12309773844641102,0.21219169486940434,0.0,0.0,0.0,880.7050147492627,0.09750157976367364,-0.0434817109144543,0.09795872295676433,0.20278820058997052,0.0,0.1414324201445664,0.07876781273116759,0.11571519518584279,5.0,168.0,0.11022187852197224,0.0018740134820687303,0.09949505310450682,-0.09755040075897353,0.12801643709707988,0.4243157325467061,0.12220374450834803,0.32696101278269424,0.010440711052896,0.11483621081170665,1.0025412888946552,0.5137347345132743,0.42104117502458216,1.221043535741733,12.0,0.0,"{""type"":""Point"",""coordinates"":[19.514479876822588,-29.086288097926335]}"
000000000000000001dd,73.86708310246468,72.20817424356937,67.12961487472057,87.3035356849432,72.09458164870739,61.331720277667046,55.90741543471813,99.84499856829643,58.22118208557367,64.64822182059288,94.62659768760204,116.48490804433823,75,Bushmanland Bioregion,Nama-Karoo,J_1759,11,RP291803202111,2021,0.9174006031285407,0.14186634098680997,0.21226130258501244,0.0451507237560148,0.06390701246351864,0.0,714.8397655105032,0.09570748281802091,-0.02654203712750366,0.07109093501559688,0.22728058133854423,0.0,0.07109093501559688,0.06545839593738943,0.0035681102532232807,5.0,98.0,0.10424355306113472,0.0025338091296983247,0.11474089935589375,-0.11320164196946648,0.11945084579248923,0.42905818270639967,0.11454678393816681,0.3368620175867123,0.012534777389527182,0.10827039961093918,2.9012656570587385,0.5398928187591598,0.4257962139716659,1.2592291603684718,12.0,0.0,"{""type"":""Point"",""coordinates"":[18.977920706162493,-29.044577666672396]}"
000000000000000001de,71.68331226706505,71.4597302377224,69.2177038192749,87.92264680564404,71.49515664577484,60.31915821135044,59.623617216944695,103.85655736923218,60.53281503170729,66.26195356249809,99.11358538269997,129.5215953141451,70,Bushmanland Bioregion,Nama-Karoo,J_1761,11,RP291805202111,2021,0.9540442457090654,0.12691918918918915,0.21798131013385197,0.04769443328279533,0.054955918934992534,0.0,738.2127764127762,0.09810747973236461,-0.039390491400491376,0.07586196114375489,0.20880633906633905,0.0,0.0939413258316183,0.05338729232256769,0.04767066609910722,5.0,106.0,0.11057074301731963,-0.001250279002024332,0.10561572847846683,-0.10773274530576545,0.1270961377705637,0.42638206388206373,0.12176376469890955,0.3296555282555283,0.015419219815943394,0.11493265727667606,2.483201208630123,0.5293578624078623,0.4281367076167075,1.236177497589617,12.0,0.0,"{""type"":""Point"",""coordinates"":[18.98148798700526,-29.051400091284172]}"
000000000000000001df,71.68331226706505,71.4597302377224,69.2177038192749,87.92264680564404,71.49515664577484,60.31915821135044,59.623617216944695,103.85655736923218,60.53281503170729,66.26195356249809,99.11358538269997,129.5215953141451,60,Bushmanland Bioregion,Nama-Karoo,J_1763,11,RP291809202111,2021,0.8766409902211021,0.12148551150269213,0.21372490229264698,0.04624543012435742,0.055345848995902294,0.0,738.1135584924131,0.10585591178779445,-0.035327949094468916,0.06921546481006355,0.20072395986294664,0.0,0.10554970445305592,0.05477661661697963,0.0052527522142179674,4.187469407733725,106.0,0.11813250153425332,0.003659838357665888,0.10881966881625396,-0.10555811961944117,0.13867147996970622,0.41561005873715123,0.13192325112753153,0.3136333333333333,0.030498828455382744,0.12341328653061559,2.0573006817889574,0.5137161282427805,0.41084711209006364,1.244215763612991,12.0,0.0,"{""type"":""Point"",""coordinates"":[18.98069426701774,-29.051529405214723]}"
000000000000000001e0,71.68331226706505,71.4597302377224,69.2177038192749,87.92264680564404,71.49515664577484,60.31915821135044,59.623617216944695,103.85655736923218,60.53281503170729,66.26195356249809,99.11358538269997,129.5215953141451,80,Bushmanland Bioregion,Nama-Karoo,J_1764,11,RP291806202111,2021,0.6961390021219946,0.12970902366863907,0.2154508062897349,0.04285348378694974,0.028999884603673653,0.0,745.9156804733726,0.09948127649548139,-0.039919896449704124,0.0081215921194243,0.21250118343195265,0.0,0.12475925811825418,0.05888773035625439,0.07642418126294598,4.0,106.0,0.11212882206681564,-0.0037903391460601525,0.10243882870400799,-0.1087983374831063,0.1276536760025123,0.4336420857988166,0.12263022105281171,0.3327065828402368,0.01285083565899562,0.11622718179366996,2.7090162509056706,0.5393638313609466,0.4350957100591717,1.2282620680755414,12.0,0.0,"{""type"":""Point"",""coordinates"":[18.980132420285006,-29.053139140695016]}"
000000000000000001e1,66.28459979593754,64.24965937435627,62.56251536309719,80.7698331400752,64.55744718015194,52.09199641644955,52.13567292690277,85.68048678338528,51.46870964765549,61.494724564254284,86.41713982820511,112.18050584942102,85,Bushmanland Bioregion,Nama-Karoo,J_1766,11,RP291937202111,2021,0.8577009580864677,0.10912234251968503,0.23589547197004473,0.0,0.0,0.0,813.6038385826772,0.1031386099433101,-0.06272278543307083,0.0,0.18916456692913386,0.0,0.18297514850347066,0.10241393052686856,0.10241393052686856,4.0,118.0,0.12225967833376308,-0.04487919940532545,0.07380306220606087,-0.11750495240942935,0.13881601517888031,0.4378808070866142,0.13363985345500898,0.33376190944881895,0.007779101479072563,0.12676443152246983,2.3030367065367736,0.5546725393700788,0.4787024606299213,1.159387092069378,12.0,0.0,"{""type"":""Point"",""coordinates"":[19.024050106560395,-29.093404823207635]}"
000000000000000001e2,115.65462931990623,120.20399630069733,106.94198161363602,148.79883655905724,127.3070099055767,110.25488105416298,105.81448930501938,148.62134274840355,103.5801277756691,104.36511319875717,166.1020955145359,190.5514774620533,90,Bushmanland Bioregion,Nama-Karoo,J_1768,11,RP291921202111,2021,0.0994476915966259,0.12467266959492432,0.1952951195735707,0.0,0.0,0.0,839.1864324060516,0.10457338721810927,-0.04955061005368471,0.0,0.1989377013177159,0.0,0.15988120097047,0.09770524602159747,0.11880432737635772,5.0,137.0,0.11701409139099091,0.018925705716457523,0.09280404145249858,-0.07403753878955084,0.13593823836890004,0.4220361639824304,0.12963834980919978,0.3207322352367008,9.595595439168745E-4,0.12188549350316258,1.8997490576501583,0.4893958760370911,0.40685907759882867,1.2046008907683945,12.0,0.0,"{""type"":""Point"",""coordinates"":[19.22988667028851,-29.128007447382377]}"
000000000000000001e3,120.68702411651611,123.53650411963463,110.17406395077705,163.80079731345177,143.15015783905983,116.72100180387497,122.05898767709732,160.78432467579842,110.30231155455112,115.29034271836281,191.10070146620274,195.15437215566635,90,Bushmanland Bioregion,Nama-Karoo,J_1771,11,RP281901202111,2021,0.8088117700160258,0.12745778325123153,0.2247813139129155,0.0,0.0,0.0,864.0453201970444,0.08053015395998954,-0.04993967980295564,0.11656450683186793,0.21586041871921186,0.0,0.15102599636087277,0.10773527764995111,0.10773527764995111,5.0,161.0,0.094211451422992,-0.03070422592549929,0.07317299997718463,-0.10333488848188827,0.10603508040529167,0.4392037438423645,0.1022478292471376,0.3553782019704434,-0.028096881960266332,0.0973779647734952,2.1664521971946873,0.539551945812808,0.46756733990147786,1.1579064568275301,12.0,0.0,"{""type"":""Point"",""coordinates"":[19.444208903321332,-29.050882835561968]}"
000000000000000001e4,98.62119713425636,99.82610195875168,95.78358760476112,132.85486590862274,114.37538403272629,94.80229553580284,98.16773600876331,129.8865964114666,90.64894777536392,94.29007221758366,159.5256988108158,158.17485113441944,90,Bushmanland Bioregion,Nama-Karoo,J_1772,11,RP281908202111,2021,0.819545949438547,0.12949066797642433,0.21732541927537188,0.036802267154389605,0.0,0.0,657.0,0.08740191583929689,-0.04470442043222,0.03889595220242361,0.21281444007858547,0.0,0.14673074539787412,0.09738155739100132,0.11930929897956857,5.0,112.0,0.1000773793265721,-0.012735183863975619,0.09093160147839069,-0.10139846249185283,0.1146950371534159,0.43049764243614935,0.11003334050328417,0.34246640471512785,-0.008475947821392056,0.1040048879481603,1.0217349920385244,0.5278626719056975,0.4424032416502946,1.200064518713998,12.0,0.0,"{""type"":""Point"",""coordinates"":[19.39605953014623,-28.97238927971817]}"
000000000000000001e5,98.62119713425636,99.82610195875168,95.78358760476112,132.85486590862274,114.37538403272629,94.80229553580284,98.16773600876331,129.8865964114666,90.64894777536392,94.29007221758366,159.5256988108158,158.17485113441944,95,Bushmanland Bioregion,Nama-Karoo,J_1778,11,RP281913202111,2021,0.7733743746872759,0.14306668299853012,0.2070540819811739,0.0,0.0,0.0,631.9269965703087,0.09381336577159995,-0.04776682998530131,0.0,0.2350160705536502,0.0,0.14578270712125424,0.08681698831228112,0.09815930451746958,4.0,110.0,0.10757919563010648,0.0034062138280390036,0.0910400740842443,-0.08747539540779233,0.1169532170005431,0.47415311121999026,0.11405360470181408,0.37563797158255774,-0.03306465653637821,0.11017177177667033,7.710483740265028,0.5666284174424303,0.4706847623713866,1.2004752066251052,12.0,0.0,"{""type"":""Point"",""coordinates"":[19.391992829985483,-28.965433082074785]}"
000000000000000001e6,104.75180453062057,112.70774963498116,97.69515177607536,143.5600048303604,122.83452823758125,105.018793836236,102.33637519180775,132.8826974183321,93.27441655099392,106.9102433025837,165.38105356693268,174.31879714131355,90,Bushmanland Bioregion,Nama-Karoo,J_1783,11,RP291938202111,2021,0.5919838769869296,0.10258064121390112,0.24508055875363208,0.04145480110708896,0.0,0.0,806.0,0.09119462239730607,-0.07631989720998533,0.0,0.17047320117474302,0.0,0.19621743943781114,0.08992518900337024,0.09166249821014516,5.0,156.0,0.10893464121261881,-0.03318949628710688,0.09228976693039015,-0.12406435252563426,0.1274084565222876,0.41124397944199703,0.12136667695514605,0.31535186000978943,0.029387846962893878,0.11375154599335868,1.2616883923303714,0.5293824278022516,0.441698580518845,1.2033535833167373,12.0,0.0,"{""type"":""Point"",""coordinates"":[19.561037350921616,-29.062293675157743]}"
000000000000000001e7,84.89469558000565,90.94276097416878,77.76174798607826,104.44716662168503,91.07357257604599,79.74988049268723,68.66102039813995,109.9646187722683,74.82163946330547,80.68200841546059,111.72799715399742,125.66040363907814,95,Bushmanland Bioregion,Nama-Karoo,J_1785,11,RP291920202111,2021,0.707593756397483,0.1448854402361043,0.1769859275674797,0.04841295185380244,0.06678385424587567,0.0,549.1239547466798,0.09368176943362785,-0.02900673880964091,0.0,0.22273502213477625,0.0,0.0893873655284442,0.06671264360485206,0.0,4.0,83.0,0.10005461880126379,0.0020298017533628876,0.06289143059027061,-0.0610873838231532,0.11624864428370563,0.416029267092966,0.11101621836497173,0.32859872110182003,-0.03427587092047364,0.1043617851881927,3.957766292368434,0.4698016724053124,0.4123035907525825,1.1342271745234245,12.0,0.0,"{""type"":""Point"",""coordinates"":[19.172582762650677,-29.045616637217865]}"
000000000000000001e8,65.46792919933796,64.37421366292983,62.16930657904595,83.32729300484061,64.152727981098,55.04571450315416,52.35027826856822,91.79552498552948,53.92596580367535,58.399727119132876,84.88653504149988,100.80301006883383,90,Bushmanland Bioregion,Nama-Karoo,J_1789,11,RP291940202111,2021,0.4536425120595607,0.13323880999020568,0.21463960060351744,0.0,0.0,0.0,547.3599412340842,0.10025158550053923,-0.050256611165524004,0.0,0.2138678256611166,0.0,0.13360860545359676,0.06950734264557555,0.0,5.005876591576883,84.0,0.11311789805636933,-0.03403818195213242,0.0721270764770167,-0.10709688807751008,0.12735809705399864,0.4448453721841332,0.12291964095352212,0.34649272771792355,-0.010715970247765015,0.11699413520582275,3.540173438924066,0.5514779382957884,0.4788392262487756,1.155474275204624,12.0,0.0,"{""type"":""Point"",""coordinates"":[19.138573198916042,-29.068777208089454]}"
000000000000000001e9,89.30401119589806,104.81296321749687,88.00797563791275,125.304100304842,114.33333823084831,91.30049958825111,90.00774508714676,123.59768037497997,84.1928838789463,100.96800428628922,144.30265456438065,156.0201815366745,100,Bushmanland Bioregion,Nama-Karoo,J_1792,11,RP291942202111,2021,-0.4991217930943662,0.11261783097215437,0.20455658178126807,0.04299349395142396,0.0,0.0,877.7957987298487,0.06787002201655695,-0.020786419149975595,0.06255015697736069,0.1870733268197362,0.0,0.06337506524239392,0.04299349395142396,0.03992547813127782,5.0,176.0,0.07397507187151944,0.008093606173795611,0.09535862300153702,-0.08426204197833057,0.09576474961109957,0.34088263312164147,0.08830782626976195,0.28231411822178804,0.004270723444850079,0.07953317345469885,1.5813524286864615,0.40436145578895943,0.3361293111871031,1.2108623156852703,12.0,0.0,"{""type"":""Point"",""coordinates"":[19.64811913539436,-29.02298224027056]}"
000000000000000001ea,84.42740108072758,84.8224955201149,89.2661869674921,135.19777250289917,114.21291786432266,102.37255826592445,90.29907847940922,105.96056951582432,76.02441642433405,99.3211629241705,162.41905304789543,185.54493716359138,70,Bushmanland Bioregion,Nama-Karoo,J_1794,11,RP282019202111,2021,1.0,0.09806009852216749,0.2196934510627991,0.0491195552913573,0.04920506212731887,0.0,847.0,0.1182023110941713,-0.06140088669950744,0.0,0.16756187192118221,0.0,0.16659923057838025,0.05752636954885692,0.06314474135233558,5.0,195.0,0.13884080710082217,-0.012140833084549519,0.08465779699715488,-0.09298867827712609,0.1655098353407066,0.4188334975369459,0.15654594770499636,0.30109536945812815,0.030293108930288276,0.14539077111652918,1.8461150839410978,0.49622817733990154,0.41950334975369463,1.184975298519792,12.0,0.0,"{""type"":""Point"",""coordinates"":[20.271777926931403,-28.837398913527203]}"
000000000000000001c2,114.04699322581291,81.18392896652222,73.13966965675354,147.17330330610275,114.90509015321732,123.5579953044653,99.96556037664413,122.63000293076038,74.69554561376572,113.36442923545837,171.01585298776627,253.24048873782158,50,Bushmanland Bioregion,Nama-Karoo,J_1545,6,RPNrou02202106,2021,-0.7841409657971928,0.06851302006852666,0.20664519375728968,0.030588235706090927,0.0,0.0,888.0,0.1131028236344464,-0.030063436123348015,0.0,0.11912985805188449,0.0,0.17941176891326904,0.041960787028074265,0.037254903465509415,5.6490455212922175,181.0,0.12313517602092193,0.013195844092262739,0.1117984730161351,-0.08955551538027448,0.1800897220770518,0.2841209495839452,0.15888594271094553,0.19977586882036225,0.1152689116284419,0.1360299880094407,0.7272201345880651,0.3469119921683798,0.28018208516886933,1.2517470322691573,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.172578767142223,-29.111914551680485]}"
000000000000000001c3,114.04699322581291,81.18392896652222,73.13966965675354,147.17330330610275,114.90509015321732,123.5579953044653,99.96556037664413,122.63000293076038,74.69554561376572,113.36442923545837,171.01585298776627,253.24048873782158,45,Bushmanland Bioregion,Nama-Karoo,J_1546,6,RPNrou03202106,2021,-0.7839569281618535,0.07025949119373776,0.22699291528058607,0.03501017008946365,0.04200337791483696,0.0,887.7778864970644,0.09725784203092296,-0.03402387475538159,0.0,0.11925259295499019,0.0,0.19448729594276376,0.0535892294154825,0.0669877117831413,5.0,181.0,0.10646203171585752,0.022579966574076217,0.1451131375014432,-0.11801497120621615,0.15765610020862864,0.2745923679060665,0.13838302675787714,0.2021720645792563,0.12573051928322024,0.11793461146376252,2.164238492103472,0.35656971624266137,0.26734114481409,1.3395037225314546,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.16259929898461,-29.114063838388255]}"
000000000000000001c4,114.04699322581291,81.18392896652222,73.13966965675354,147.17330330610275,114.90509015321732,123.5579953044653,99.96556037664413,122.63000293076038,74.69554561376572,113.36442923545837,171.01585298776627,253.24048873782158,40,Bushmanland Bioregion,Nama-Karoo,J_1547,6,RPNrou04202106,2021,-0.7126232957904194,0.070074267578125,0.22922189031669407,0.03333333507180214,0.046078432351350784,0.0,888.2631835937501,0.09463112924277085,-0.03262055664062499,0.0,0.12016010742187501,0.0,0.18714597821235657,0.057734206318855286,0.07450980693101883,5.0,181.0,0.10220970599766589,0.01334219896943978,0.14907340257923354,-0.12997980647560328,0.1558254808696802,0.26884350585937505,0.13512449694098902,0.1989048828125,0.12849632990037207,0.11375471323844977,2.5661558321153284,0.356030810546875,0.261708544921875,1.3504287910764108,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.16231837561825,-29.113644682889227]}"
