system:index,0_2013_precipitation,10_2023_precipitation,11_2024_precipitation,1_2014_precipitation,2_2015_precipitation,3_2016_precipitation,4_2017_precipitation,5_2018_precipitation,6_2019_precipitation,7_2020_precipitation,8_2021_precipitation,9_2022_precipitation,BareGround,BioRegion,Biome,ID,Month,Notes,Year,aspect,blue,bsi,calcite,chlorite,dolomite,elevation,evi,exg,goethite,green,gypsum,hematite,illite_muscovite,kaolinite,landforms,meanAnnualPrecipitation,msavi,ndmi,ndvi,nir,osavi,red,satvi,savi,slope,swir1,swir2,swirRatio,vegType,vermiculite,.geo
00000000000000000196,116.93882343173027,84.75742730498314,76.65640836954117,150.50949501991272,115.05636838078499,130.23674772679806,101.02016082406044,126.47889983654022,77.92747618258,115.91928881406784,177.51113557815552,263.9998489320278,95,Bushmanland Bioregion,Nama-Karoo,J_1202,10,RPNrou16202010,2020,-1.3898038424239425E-4,0.11394325658112955,0.21991826082957924,0.0,0.0,0.0,906.4745929945732,0.08153262799472485,-0.045918369251310265,0.0,0.18614474665989236,0.0,0.1970365833900924,0.04749833697248222,0.06909322522885704,5.1711889491859875,185.0,0.09342438394234105,-0.1017152610109484,0.11171924094584519,0.387189732788229,0.10571350946794546,0.30303546364341516,-0.004223682952702591,0.09823343030590109,1.4811512028929867,0.4760439668051057,0.4228747127881824,1.1087384295687042,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.223590883193648,-29.110193338673856]}"
00000000000000000197,122.70169740915298,90.562251329422,87.97904148697853,163.39972126483917,122.3227097094059,137.91948530077934,104.13167338073254,138.41534280776978,82.44276124238968,123.00907996296883,198.56103825569153,290.4113344550133,95,Bushmanland Bioregion,Nama-Karoo,J_1205,10,RPNrou19202010,2020,0.13490201638030672,0.10778631393319522,0.2365245261189992,0.03780642897800579,0.0,0.0,923.0107474352712,0.07590419442393341,-0.0538178507291403,0.0,0.17200999225443844,0.0,0.18479946583261941,0.05091420443875066,0.05925425864177385,4.0,191.0,0.08651344743104579,-0.12483035219067996,0.1069840515968738,0.3681570832823681,0.10004557359419511,0.2907715601547206,0.018179491501707362,0.09178168143900535,1.39067643435338,0.473187994319285,0.41760348526803703,1.1141986574378895,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.218271175636882,-29.09325321377182]}"
00000000000000000198,122.70169740915298,90.562251329422,87.97904148697853,163.39972126483917,122.3227097094059,137.91948530077934,104.13167338073254,138.41534280776978,82.44276124238968,123.00907996296883,198.56103825569153,290.4113344550133,95,Bushmanland Bioregion,Nama-Karoo,J_1206,10,RPNrou20202010,2020,-0.19011506198184688,0.07825911159162624,0.2538274382059942,0.04217995377647237,0.016035759882980352,0.0,922.0,0.0869245954969433,-0.07200999097584036,0.0,0.13475173917208794,0.0,0.16276556844050402,0.04249239614823076,0.04806480038927611,5.0,192.0,0.1023463681890482,-0.1296582688168902,0.13362565541255655,0.3444350265857916,0.12269009882332012,0.2632543716977701,0.05322141138674413,0.1099452884736641,0.6412598812656413,0.4470491540044591,0.39262934270484984,1.1387423776394623,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.209981706778528,-29.079211504554515]}"
00000000000000000199,122.70169740915298,90.562251329422,87.97904148697853,163.39972126483917,122.3227097094059,137.91948530077934,104.13167338073254,138.41534280776978,82.44276124238968,123.00907996296883,198.56103825569153,290.4113344550133,100,Bushmanland Bioregion,Nama-Karoo,J_1209,10,RPNrou23202010,2020,-0.39628179869041164,0.0862524708598094,0.23126203787682575,0.04431423671004124,0.0,0.0,940.9921722113503,0.08976999731504755,-0.05051599953272571,0.0,0.1464499507806539,0.0,0.1884693689425631,0.05574784111486722,0.0822646892438196,5.0,196.0,0.10189390436558458,-0.11322870423357545,0.13467505684308345,0.33774864338265476,0.12311870404273098,0.2574947845708368,0.050238762440892586,0.10977546794890423,0.36751568346574115,0.4222513503903512,0.36580044967204395,1.1594902223336956,11.15362035225049,0.0,"{""type"":""Point"",""coordinates"":[21.21359357863182,-29.05346911417297]}"
0000000000000000019a,115.03129601478577,86.52435541152954,85.09830170869827,160.25967717170715,119.37193229794502,130.97832563519478,108.80411463975906,135.404637247324,79.10729557275772,119.63496738672256,187.19191601872444,271.0645263493061,95,Bushmanland Bioregion,Nama-Karoo,J_1218,10,RPNrou34202010,2020,-0.24299671588666547,0.08784251275738762,0.2311184735781989,0.03771321879367374,0.0,0.0,947.0,0.097512969170631,-0.04675713076568175,0.0,0.1451377847448246,0.0,0.20224779356808414,0.0634093496520391,0.06687891039368866,5.0,198.0,0.1083314694591723,-0.12616015499626224,0.14491383743752478,0.330122496592095,0.13187822538147928,0.24525692070900373,0.07839107607425279,0.11697541056314716,1.028346390625084,0.42630367172667916,0.36015217852184417,1.161662119524986,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.185661769633032,-29.04122888178126]}"
0000000000000000019b,115.03129601478577,86.52435541152954,85.09830170869827,160.25967717170715,119.37193229794502,130.97832563519478,108.80411463975906,135.404637247324,79.10729557275772,119.63496738672256,187.19191601872444,271.0645263493061,90,Bushmanland Bioregion,Nama-Karoo,J_1219,10,RPNrou35202010,2020,-0.9999999957076562,0.08892198276745973,0.25845391827301767,0.03844483887263564,0.0,0.0,942.0,0.07450981324693734,-0.06624143870300468,0.0,0.154546179710908,0.0,0.18550459662348606,0.05502875055429264,0.06611470633198795,5.0,195.0,0.08895274647178761,-0.1392368182591348,0.11126818466048455,0.35839711519636624,0.10367823584567978,0.2822542278387089,0.03594943150297769,0.09463971656434579,0.9274099469184875,0.47433294101029333,0.4100434274700488,1.1390520766076342,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.17671235381877,-29.04514397250618]}"
0000000000000000019c,118.93485301733017,86.16926980018616,78.75126025080681,155.27799332141876,117.15023681521416,131.1262640208006,101.33366458117962,134.7054702937603,78.35752841830254,113.4932552576065,183.55477991700172,273.3273035287857,95,Bushmanland Bioregion,Nama-Karoo,J_1224,10,RPNrou40202010,2020,-0.5364767242819262,0.0877296675365689,0.2394297486939274,0.04254171610234888,0.021251879265216458,0.0,922.6398243045389,0.08000593022668344,-0.053301816672566685,0.0,0.1445017607329007,0.0,0.19037637675227395,0.06172681207872706,0.06476024838265353,4.0,191.0,0.0906039759000375,-0.1233336434655506,0.1214462428186916,0.3258081263830279,0.11040190894205783,0.25263957048754043,0.04997837330769654,0.09802554814684035,2.2875675526172605,0.419803825295687,0.3574929772178507,1.1507626143009153,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.171802883558925,-29.079947256228333]}"
0000000000000000019d,118.93485301733017,86.16926980018616,78.75126025080681,155.27799332141876,117.15023681521416,131.1262640208006,101.33366458117962,134.7054702937603,78.35752841830254,113.4932552576065,183.55477991700172,273.3273035287857,95,Bushmanland Bioregion,Nama-Karoo,J_1225,10,RPNrou41202010,2020,0.0,0.09985967956752839,0.2302015974957456,0.03334914754715658,0.0,0.0,915.0,0.08171090630783481,-0.04988469595302585,0.0,0.1604769741888736,0.0,0.19508222923163446,0.058507277540141525,0.0630560863402582,4.0,187.0,0.0931162406724103,-0.11977912866868232,0.12169041373891681,0.34853388568639526,0.11171517241837224,0.2704861183174661,0.03518242948303474,0.10008480201019222,0.0,0.4434005494574531,0.39379858188440375,1.1035503408309886,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.17349288285818,-29.08913300439843]}"
0000000000000000019e,118.93485301733017,86.16926980018616,78.75126025080681,155.27799332141876,117.15023681521416,131.1262640208006,101.33366458117962,134.7054702937603,78.35752841830254,113.4932552576065,183.55477991700172,273.3273035287857,85,Bushmanland Bioregion,Nama-Karoo,J_1226,10,RPNrou42202010,2020,-0.7877765177349365,0.09992803169960743,0.22657891566169266,0.03660130873322487,0.0,0.0,908.2406051732554,0.07802689255462035,-0.04658861866283556,0.0,0.1617841673674032,0.0,0.16274510324001312,0.0519607849419117,0.04967320337891579,4.0,187.0,0.08621067619937521,-0.11558368427905297,0.11169237611845331,0.34078570282593074,0.10289898510384175,0.2675738146300429,0.026492527419253054,0.09258129383337795,1.8587818058483072,0.43017966932584856,0.37712893294322314,1.1286056601983736,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.17892852704233,-29.096758067199822]}"
0000000000000000019f,114.04699322581291,81.18392896652222,73.13966965675354,147.17330330610275,114.90509015321732,123.5579953044653,99.96556037664413,122.63000293076038,74.69554561376572,113.36442923545837,171.01585298776627,253.24048873782158,95,Bushmanland Bioregion,Nama-Karoo,J_1227,10,RPNrou43202010,2020,-0.03370667541593133,0.08119961412721369,0.25216199193564953,0.042187345793464344,0.04709540265276261,0.0,900.0,0.0876816209070988,-0.06540934583853436,0.0,0.13832887262471702,0.0,0.17681519475765073,0.04905618684961624,0.062148780782812656,5.0,185.0,0.10186354138933683,-0.13363548070850712,0.13371418612548752,0.3413775464045282,0.12254312831614028,0.2608674839833933,0.055376009652587675,0.10957517977447327,0.061468372054701646,0.44668968615136323,0.39551834727714735,1.1295432112178327,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.181603987674396,-29.10067315792475]}"
000000000000000001a0,114.04699322581291,81.18392896652222,73.13966965675354,147.17330330610275,114.90509015321732,123.5579953044653,99.96556037664413,122.63000293076038,74.69554561376572,113.36442923545837,171.01585298776627,253.24048873782158,90,Bushmanland Bioregion,Nama-Karoo,J_1228,10,RPNrou44202010,2020,-0.42871159314683194,0.08035981131103964,0.2446217604221836,0.04560356990289479,0.0,0.0,895.6290322580646,0.08239590114425006,-0.06430072202288044,0.0,0.14020792999371287,0.0,0.2172022970103798,0.08913835206907517,0.10486266963030935,5.0,185.0,0.09714781598188896,-0.1143520467041583,0.12849263499471797,0.3401407048849066,0.1174718472025087,0.2610251392116761,0.040958354690222326,0.10474613189828359,1.2593134517252502,0.43085301816754795,0.373168274833077,1.1354596641639345,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.183062113718876,-29.104784449096027]}"
000000000000000001a1,175.8798434585333,153.8131848871708,142.00248602032661,169.22710981965065,154.82964706420898,192.907659471035,190.98501560091972,203.66203546524048,122.25476785004139,218.80499644577503,298.507998496294,406.39511463046074,60,Bushmanland Bioregion,Nama-Karoo,J_1234,10,RP292214202010,2020,0.07765957220862439,0.05248525726840507,0.29200986759986525,0.04313725605607033,0.0,0.0,922.1181951937226,0.08961491288581626,-0.0580093937561961,0.0,0.10454550385475159,0.0,0.14803922176361084,0.04313725605607033,0.0,5.0,230.0,0.10584495611609401,-0.17601469532568823,0.1545324448775637,0.2931327819824219,0.13510248318584953,0.21461514419729422,0.12505373664934769,0.11629972212992211,2.036586894306147,0.42120945099933055,0.3599375855431597,1.1780914741149424,12.0,0.0,"{""type"":""Point"",""coordinates"":[22.027669362454166,-29.03874070339344]}"
000000000000000001a2,175.8798434585333,153.8131848871708,142.00248602032661,169.22710981965065,154.82964706420898,192.907659471035,190.98501560091972,203.66203546524048,122.25476785004139,218.80499644577503,298.507998496294,406.39511463046074,65,Bushmanland Bioregion,Nama-Karoo,J_1235,10,RP292215202010,2020,1.6318636161237565E-5,0.05119923553055921,0.2892854418714919,0.0,0.0,0.0,922.0,0.09153356826308306,-0.06264734276936713,0.0,0.09731677680507798,0.0,0.13725490868091583,0.0,0.0,5.0,230.0,0.10876712306546604,-0.1667551961590749,0.15847381163541585,0.2835991045354397,0.1394095913144357,0.20695006923928652,0.12157720736357333,0.11976377437448897,0.3736416887630455,0.4023059372828432,0.3553839926762824,1.1270930039206128,12.0,0.0,"{""type"":""Point"",""coordinates"":[22.026688360222405,-29.03880313080818]}"
000000000000000001a3,173.72751533985138,155.81073147058487,138.91273766756058,193.45617708563805,169.271072357893,192.2289983034134,186.01298958063126,195.27552837133408,124.78862100839615,198.8250249326229,256.5529308915138,396.71481788158417,85,Bushmanland Bioregion,Nama-Karoo,J_1238,10,RP292218202010,2020,0.5004556474234935,0.0925662611396616,0.25666258258756863,0.068256245642044,0.0,0.0,1004.08524111057,0.08589384259535404,-0.04386806367731827,0.0,0.1560328496385074,0.0,0.12765377819451015,0.068256245642044,0.01726120553413543,4.0,238.0,0.09786075416769104,-0.15070900760855957,0.12740323815587318,0.34313344679631325,0.11664155691760493,0.2637603545676657,0.07119626195124167,0.1047933050338315,1.9773221871240863,0.4659628024115193,0.3864899449271802,1.2237393775336987,12.0,0.0,"{""type"":""Point"",""coordinates"":[22.214603796816725,-29.46200303448757]}"
000000000000000001a4,209.3920714855194,236.74849897623062,163.01053807139397,256.5171019434929,187.6301394701004,262.48287320137024,247.1153922379017,249.17096170783043,163.5306853055954,305.0410731434822,344.78640404343605,501.8892191648483,45,Bushmanland Bioregion,Nama-Karoo,J_1239,10,RP292219202010,2020,0.8300024449692621,0.06517092507079389,0.2633292296847093,1.6276414135416733E-4,0.0,0.0,1130.1747572815534,0.08136691430095329,-0.01535213058362308,0.06478536286328024,0.10683968799568497,0.0,0.092169873141548,1.6276414135416733E-4,0.0,5.0,266.0,0.08295955270239452,-0.1868112116545728,0.14310605109316632,0.22634301801908366,0.1183017650998912,0.16425897731509023,0.16765327333535962,0.09505652868125623,2.8233434399354813,0.32676685322256926,0.27291829549861185,1.1998394515329194,12.0,0.0,"{""type"":""Point"",""coordinates"":[22.559154076115433,-29.639800770791624]}"
00000000000000000068,99.45003125071526,100.91937217116356,79.32352527976036,120.28235733509064,117.30005860328674,111.33138909935951,98.58243107795715,116.06167739629745,68.58916673064232,103.22259983420372,144.58292347192764,218.39107674360275,70,Bushmanland Bioregion,Nama-Karoo,J_1418,1,RP292002202101,2021,0.014752187102411713,0.05946223850228956,0.23302119462923987,0.038235295563936234,0.05000000074505806,0.0,918.1213307240704,0.04786978377331842,8.419258957418905E-5,0.09444444626569748,0.10237640414365116,0.0,0.0,0.05588235333561897,0.0,4.0,172.0,0.04751693972781913,-0.14001766627257115,0.09257339027486082,0.18528466871456617,0.07296862471447764,0.14661664482927833,0.1082669417583429,0.0561366161247697,0.1374485883460819,0.23896088625382764,0.19167427475146812,1.2712779277808046,10.0,0.0,"{""type"":""Point"",""coordinates"":[20.77454602980848,-29.7934970659018]}"
00000000000000000123,107.36680138111115,117.56198984384537,82.66837987303734,112.12291166186333,99.30141633749008,103.64925453066826,73.53489285707474,120.10626485943794,70.03770512342453,100.21549314260483,142.44041875004768,167.29326263070107,90,Bushmanland Bioregion,Nama-Karoo,J_1413,1,RP302014202101,2021,0.6214186046186131,0.08948470835391316,0.23488501403435671,0.045098040252923965,0.05686274543404579,0.0,957.0823244552059,0.03903210818514986,0.005032062286975597,0.10588235408067703,0.14913821579036066,0.0,0.0,0.05803921818733215,0.045098040252923965,5.0,159.0,0.03836362117103168,-0.15115890660961376,0.06393759434650366,0.22991289695585038,0.05416030549505144,0.20032266793326087,0.07586544980509229,0.04416918839546729,4.300525517267407,0.30912211965995035,0.24816090792201045,1.2606025321143015,15.0,0.0,"{""type"":""Point"",""coordinates"":[20.41549475388397,-30.668836439097433]}"
00000000000000000124,86.92360869050026,99.14860174059868,80.45756974816322,111.54662522673607,89.62624487280846,94.06668591499329,76.75864169001579,107.29020816087723,64.31982189416885,81.85523396730423,123.58610382676125,160.59016358852386,80,Bushmanland Bioregion,Nama-Karoo,J_1416,1,RP302019202101,2021,-0.20433612238455656,0.07342058241802411,0.23711559783368216,0.03668909018673455,0.0,0.01280091635502168,903.0,0.02710104408490397,0.0010983604040459127,0.1291627357258414,0.12127271763744725,0.0,0.13505300914284088,0.0,0.0,5.0,156.0,0.026619869791460738,-0.15238656838154852,0.0491189751674369,0.19563253962790592,0.03972311907441076,0.16905831451688658,0.08427102224960233,0.03125917786628081,1.2609310814063914,0.2520986815873724,0.18859333976776932,1.3503287369317383,15.0,0.0,"{""type"":""Point"",""coordinates"":[20.565008412206012,-30.205384230208587]}"
000000000000000001a5,110.05002802610397,92.7529508471489,73.20595845580101,133.8190401494503,119.3727088868618,109.86738224327564,96.00308321416378,131.3258129954338,77.59752655029297,112.63292509317398,163.21409726142883,228.91753441095352,75,Bushmanland Bioregion,Nama-Karoo,J_1420,1,RP292113202101,2021,0.9930139299960193,0.09794542110384709,0.2127868219163995,0.0,0.0,0.0,920.9474717722142,0.09879170571420495,-0.030888064077263907,0.0,0.16788336471505882,0.0,0.16323530673980713,0.08970588445663452,0.11307189613580704,5.0,176.0,0.10753686975177504,-0.10512298147688323,0.13991596824436955,0.3496356398291487,0.1285636050477587,0.2684587787253399,0.045371476983286675,0.11534137661016976,1.7727826478496507,0.43526658130499674,0.37053576029862745,1.175416243210925,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.02400597914246,-29.506799163670504]}"
000000000000000001a6,112.80932095646858,80.7850024998188,73.40139904618263,136.24073711037636,109.14481103420258,120.66696467995644,102.04191493988037,118.93074494600296,72.67247530817986,105.2991510629654,162.08859330415726,252.81846711039543,40,Bushmanland Bioregion,Nama-Karoo,J_1422,1,RP292115202101,2021,0.7299130611085094,0.06706780852039713,0.14400604515684273,0.040956431975186135,0.0,0.0,903.357317670093,0.17210061393762066,-0.015870042712342432,0.0,0.12674486309625443,0.0,0.14791152210896122,0.057178946821875166,0.06674377064800008,4.0,182.0,0.18842592452503687,-0.0044519547409525234,0.2576673095330151,0.3437286133253861,0.23137711851373938,0.20229196033522126,0.10314264723951773,0.20219087642282468,1.6845695066848807,0.3460893296635274,0.2816135501867407,1.229981656116536,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.162006238544503,-29.16563334207135]}"
000000000000000001a7,114.04699322581291,81.18392896652222,73.13966965675354,147.17330330610275,114.90509015321732,123.5579953044653,99.96556037664413,122.63000293076038,74.69554561376572,113.36442923545837,171.01585298776627,253.24048873782158,40,Bushmanland Bioregion,Nama-Karoo,J_1424,1,RPNrou02202101,2021,-0.7814180895554204,0.06835704067298429,0.1741941532689377,0.030588235706090927,0.0,0.0,888.0,0.15058693276640842,-0.020770737011450133,0.0,0.12712660204154647,0.0,0.17941176891326904,0.041960787028074265,0.037254903465509415,5.64841075794621,181.0,0.16563901795588964,-0.043084067133571824,0.2305027474182451,0.33055301221192324,0.20602014252055245,0.2066668933863162,0.10650725087428733,0.17908936537128206,0.7246949120663783,0.36020643993811396,0.2935864444904048,1.2272538233502859,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.172583226243276,-29.111914551680485]}"
000000000000000001a8,114.04699322581291,81.18392896652222,73.13966965675354,147.17330330610275,114.90509015321732,123.5579953044653,99.96556037664413,122.63000293076038,74.69554561376572,113.36442923545837,171.01585298776627,253.24048873782158,35,Bushmanland Bioregion,Nama-Karoo,J_1425,1,RPNrou03202101,2021,-0.7675648611800383,0.0660821965658554,0.14668485343194207,0.034906496403490445,0.042018928967732946,0.0,887.7361993160723,0.19129198831817726,-0.0194699581717944,0.0,0.1265285597103191,0.0,0.19438362225679057,0.05352356939466919,0.06702140573108259,5.0,181.0,0.21233534043482824,-0.012382629058589048,0.2820051561260317,0.3679024083881071,0.25564653949441707,0.20644488338149924,0.1278640503162981,0.22577071202983492,2.1698575604526833,0.3773778310681647,0.29545162195220587,1.278167690715967,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.16260375808566,-29.11407275659035]}"
000000000000000001a9,114.04699322581291,81.18392896652222,73.13966965675354,147.17330330610275,114.90509015321732,123.5579953044653,99.96556037664413,122.63000293076038,74.69554561376572,113.36442923545837,171.01585298776627,253.24048873782158,30,Bushmanland Bioregion,Nama-Karoo,J_1426,1,RPNrou04202101,2021,-0.7115913128504645,0.07133142077203455,0.14048643739059055,0.03333333507180214,0.046078432351350784,0.0,888.2916256157635,0.19581372511797937,-0.01854305152363818,0.0,0.1330470802968946,0.0,0.18714597821235657,0.057734206318855286,0.07450980693101883,5.0,181.0,0.21575016667102948,-0.007889166519302744,0.2811690670662913,0.37942193088860343,0.2566309475693209,0.21330578928363736,0.12119112695599422,0.2284053141186977,2.5799180140636238,0.38581318660029046,0.3017830221817412,1.278816437310186,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.16231837561825,-29.11364022378817]}"
000000000000000001aa,114.04699322581291,81.18392896652222,73.13966965675354,147.17330330610275,114.90509015321732,123.5579953044653,99.96556037664413,122.63000293076038,74.69554561376572,113.36442923545837,171.01585298776627,253.24048873782158,35,Bushmanland Bioregion,Nama-Karoo,J_1428,1,RPNrou06202101,2021,0.46781398504921384,0.06299375560800663,0.14932546264735325,0.03614326044624353,0.011628915094688153,0.0,884.8555992141454,0.18555370344979827,-0.013288845830507328,0.0,0.12202996052874797,0.0,0.14144366694164182,0.04004466486637332,0.012892928461165467,5.0,181.0,0.2034229736753203,-0.017204600133364084,0.28048368538995155,0.34570897666258055,0.25087926040581027,0.19435500896632787,0.13364834454796168,0.21828991606509526,2.0362843881655768,0.35787785785137316,0.28433560609290554,1.258853440024764,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.16011112059679,-29.120904099404232]}"
000000000000000001ab,114.04699322581291,81.18392896652222,73.13966965675354,147.17330330610275,114.90509015321732,123.5579953044653,99.96556037664413,122.63000293076038,74.69554561376572,113.36442923545837,171.01585298776627,253.24048873782158,30,Bushmanland Bioregion,Nama-Karoo,J_1429,1,RPNrou07202101,2021,4.632679487995776E-5,0.0688877262905532,0.17717620159188907,0.05540369247798534,0.0,0.0,891.8730392156864,0.14837075005121092,-0.030724254524444834,0.0,0.12596189526512344,0.0,0.1562828456215999,0.07011561012443374,0.07219034609403097,5.0,181.0,0.16524256880522942,-0.0431983727267852,0.22670124548615195,0.33858506958566453,0.20367542201397468,0.21376032340614234,0.10301185549401186,0.17810738810575474,1.9877766750606836,0.36955738184498804,0.2957285460595991,1.2492962130144531,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.16573850612624,-29.123160404537277]}"
000000000000000001ac,114.04699322581291,81.18392896652222,73.13966965675354,147.17330330610275,114.90509015321732,123.5579953044653,99.96556037664413,122.63000293076038,74.69554561376572,113.36442923545837,171.01585298776627,253.24048873782158,60,Bushmanland Bioregion,Nama-Karoo,J_1431,1,RPNrou09202101,2021,0.19596925532334014,0.07220100541564972,0.1963366576823946,0.0524299874133783,0.0,0.0,912.0146555935514,0.11130323963859456,-0.021651854996105842,0.0,0.1274127257732164,0.0,0.16281014871585645,0.07599490732100166,0.07733453174349617,4.0,185.0,0.12010532817027601,-0.0726486161737018,0.17702111042035049,0.2922739379424611,0.15530483701285,0.20427629635516878,0.08984316969185731,0.13233417360649843,3.427093911211725,0.33821769497658954,0.27818372771398686,1.2153731505347858,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.17813034795376,-29.120574125926275]}"
000000000000000001ad,114.04699322581291,81.18392896652222,73.13966965675354,147.17330330610275,114.90509015321732,123.5579953044653,99.96556037664413,122.63000293076038,74.69554561376572,113.36442923545837,171.01585298776627,253.24048873782158,35,Bushmanland Bioregion,Nama-Karoo,J_1432,1,RPNrou10202101,2021,0.49573763024653433,0.07204193652703844,0.16179391950956115,0.04431372508406639,0.0,0.0,899.0,0.17369978355950322,-0.03272007275831523,0.0,0.12624054397708678,0.0,0.21078431606292725,0.07431373000144958,0.08186274766921997,5.0,185.0,0.19088484142801443,-0.033984888978118966,0.2547705254678068,0.358880059428403,0.2309317624480853,0.2131592241854503,0.1242336709107378,0.20390406815436088,0.51920709759731,0.3841457428309717,0.29102188128555934,1.3203177174911118,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.188306016557725,-29.119512859875567]}"
000000000000000001ae,114.04699322581291,81.18392896652222,73.13966965675354,147.17330330610275,114.90509015321732,123.5579953044653,99.96556037664413,122.63000293076038,74.69554561376572,113.36442923545837,171.01585298776627,253.24048873782158,55,Bushmanland Bioregion,Nama-Karoo,J_1433,1,RPNrou11202101,2021,0.8167638914919823,0.07474364782740589,0.17029869388506028,0.04265338460066516,0.0,0.0,898.0,0.1596613392518584,-0.03636441496965174,0.0,0.13055662630469933,0.0,0.2183267487900214,0.0789101885952008,0.07969430997960421,5.0,185.0,0.17691898393403194,-0.0402342283505981,0.23435232347714322,0.359060190753105,0.21320495975332945,0.22273401975164453,0.1025310682679496,0.18903980816275043,0.9519904412982629,0.3891766729423779,0.30931986969864167,1.2582321197363981,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.188127652515593,-29.11895993134494]}"
000000000000000001af,114.04699322581291,81.18392896652222,73.13966965675354,147.17330330610275,114.90509015321732,123.5579953044653,99.96556037664413,122.63000293076038,74.69554561376572,113.36442923545837,171.01585298776627,253.24048873782158,60,Bushmanland Bioregion,Nama-Karoo,J_1435,1,RPNrou13202101,2021,0.3970757507269619,0.07378843322725787,0.19087383597723095,0.0,0.0,0.0,896.9493857493858,0.13539388292544596,-0.026454537920196163,0.0,0.13610799740954171,0.0,0.2015727678007224,0.05749068043814829,0.08998281912882733,5.0,185.0,0.15004636320933076,-0.0608944888306777,0.2025672031854821,0.33963313503991766,0.18321715796901786,0.22488209625719802,0.08767555881776738,0.16138416456209645,0.9216728514476838,0.38326791322787795,0.31704909048736535,1.2101940730865814,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.194918863419986,-29.11414410220721]}"
000000000000000001b0,116.93882343173027,84.75742730498314,76.65640836954117,150.50949501991272,115.05636838078499,130.23674772679806,101.02016082406044,126.47889983654022,77.92747618258,115.91928881406784,177.51113557815552,263.9998489320278,75,Bushmanland Bioregion,Nama-Karoo,J_1436,1,RPNrou14202101,2021,0.0590695126510332,0.07057073923228291,0.18098934931603414,0.0,0.05098039284348488,0.0,901.0,0.14421165569205963,-0.029572557253832885,0.0,0.12985761341670093,0.0,0.20415419549543481,0.08671133844383959,0.13042600395587775,5.167652859960552,185.0,0.1594067937464874,-0.047102395276111035,0.2154962070418533,0.3399425486958709,0.1946010498781882,0.21871704744869438,0.09281995106319471,0.1711102979775717,0.6451962420338475,0.37254642999383825,0.3048592823203029,1.2225574025153174,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.205362078087155,-29.113573337272374]}"
000000000000000001b1,116.93882343173027,84.75742730498314,76.65640836954117,150.50949501991272,115.05636838078499,130.23674772679806,101.02016082406044,126.47889983654022,77.92747618258,115.91928881406784,177.51113557815552,263.9998489320278,40,Bushmanland Bioregion,Nama-Karoo,J_1437,1,RPNrou15202101,2021,0.7623374804490157,0.06619698862866258,0.06559801634155157,0.042061461499165786,0.0,0.0,903.0,0.24495105332442196,-0.0032329516845110862,0.0,0.11956894947147603,0.0,0.18418706560776113,0.05765070520833243,0.06259459215956387,5.385819070904646,185.0,0.25576634461693193,0.07278990144761677,0.3482683334781954,0.3646186987316113,0.3117851905980145,0.17617386199880058,0.13866625059860552,0.2714996534265341,1.0462882453480093,0.3150540253206687,0.2395081758936343,1.3161602281999474,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.21523452781949,-29.11352428716078]}"
000000000000000001b2,116.93882343173027,84.75742730498314,76.65640836954117,150.50949501991272,115.05636838078499,130.23674772679806,101.02016082406044,126.47889983654022,77.92747618258,115.91928881406784,177.51113557815552,263.9998489320278,50,Bushmanland Bioregion,Nama-Karoo,J_1438,1,RPNrou16202101,2021,-1.3898038424239425E-4,0.0803310650154679,0.17616824826119176,0.0,0.0,0.0,906.4753297508547,0.1553264985986611,-0.022732773046844113,0.0,0.14737522640662715,0.0,0.1969095941543812,0.04752311977486408,0.06909729539984076,5.1700048851978515,185.0,0.16952006285168456,-0.05004672507396487,0.21932383315500303,0.36880334360050937,0.2008548132314528,0.23715215762708614,0.08445914388867663,0.1794580444074807,1.4703142762941213,0.4083090269775232,0.34137531582122327,1.2020840259895829,12.0,0.0,"{""type"":""Point"",""coordinates"":[21.223590883193648,-29.110197797774916]}"
